name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Champaign, IL",2022-10-01T10:00:00,61.9,61.9,45.8,55.54,0,0,,0,0,19.2,10.6,32,1022.2,0,9.9,475,1.7,5,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-01T11:00:00,66.5,66.5,43.7,43.68,0,0,,0,0,19.1,12.6,39,1022,0,9.9,602,2.2,6,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-01T12:00:00,68.9,68.9,41.9,37.51,0,0,,0,0,18.3,12.8,21,1022,0,9.9,672,2.4,7,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-01T13:00:00,71.6,71.6,39.9,31.73,0,0,,0,0,14.1,13.3,12,1021.6,0,9.9,681,2.5,7,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-01T14:00:00,73.6,73.6,40.7,30.5,0,0,,0,0,19.1,11.4,22,1021.1,0,9.9,627,2.3,6,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-01T15:00:00,73.8,73.8,39.8,29.28,0,0,,0,0,20.1,12.2,28,1020.4,0,9.9,506,1.8,5,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-01T16:00:00,74.4,74.4,41.4,30.48,0,0,,0,0,19.6,10.4,11,1020.2,0,9.9,356,1.3,4,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-01T17:00:00,73.3,73.3,43.7,34.65,0,0,,0,0,19.4,11.4,11,1020.4,0,9.9,160,0.6,2,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-01T18:00:00,69.3,69.3,43.1,38.73,0,0,,0,0,17.2,12.3,29,1020.8,0,9.9,27,0.1,0,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-01T19:00:00,64.1,64.1,40.3,41.67,0,0,,0,0,15.7,9.1,10,1021.2,0,9.9,7,0,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-01T20:00:00,60.4,60.4,37.3,42.18,0,0,,0,0,17.2,9.2,11,1021.5,0,9.9,0,,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-01T21:00:00,58.3,58.3,39.5,49.59,0,0,,0,0,18.3,10.1,10,1022.1,0,9.9,0,,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-01T22:00:00,56.3,56.3,43.6,62.19,0,0,,0,0,17.2,10.8,10,1022.6,0,9.9,0,,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-01T23:00:00,55.3,55.3,46.9,73.48,0,0,,0,0,17.2,10.5,18,1022.9,0,9.9,0,,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-02T00:00:00,55.2,55.2,48.6,78.38,0,0,,0,0,16.8,10.6,26,1022.9,0,9.9,0,,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-02T01:00:00,54.4,54.4,48.8,81.26,0,0,,0,0,15.9,9.7,28,1022.7,0,9.9,0,,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-02T02:00:00,53.5,53.5,49.9,87.65,0,0,,0,0,14.5,11.7,29,1022.9,0,9.9,0,,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-02T03:00:00,53.3,53.3,49.8,88.05,0,0,,0,0,14.1,10.5,29,1022.8,0,9.9,0,,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-02T04:00:00,52.3,52.3,49.6,90.57,0,0,,0,0,14.5,9.6,26,1022.9,0,9.9,0,,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-02T05:00:00,48.6,45.7,47,94.06,0,0,,0,0,13,6.8,2,1023.4,0,9.7,0,,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-02T06:00:00,47.8,45.2,46.2,93.96,0,0,,0,0,13.4,5.8,11,1024.2,0,9.9,0,,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-02T07:00:00,47.2,44.5,45.3,93.02,0,0,,0,0,12.8,5.7,20,1024.7,0,9.9,10,0,0,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-02T08:00:00,51.9,51.9,48,86.56,0,0,,0,0,15,7,23,1025.4,3.8,9.9,99,0.4,1,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-02T09:00:00,56.8,56.8,49.1,75.54,0,0,,0,0,16.1,7.1,41,1025.9,0,9.9,288,1,3,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-02T10:00:00,61,61,51.1,69.92,0,0,,0,0,13.9,8.8,62,1026.2,0,9.9,462,1.7,5,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-02T11:00:00,65.7,65.7,50.1,57.04,0,0,,0,0,13.9,9,43,1026.4,0,9.9,596,2.1,6,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-02T12:00:00,69.7,69.7,49.8,49.21,0,0,,0,0,17.2,11.2,22,1026.4,0,9.9,654,2.4,7,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-02T13:00:00,72.5,72.5,48.6,42.78,0,0,,0,0,19.6,10.6,13,1026,0,9.9,660,2.4,7,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-02T14:00:00,72.8,72.8,47.3,40.33,0,0,,0,0,24.4,14.6,31,1025.2,0,9.9,608,2.2,6,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-02T15:00:00,73.6,73.6,48.8,41.4,0,0,,0,0,20.4,11.6,16,1024.8,0,9.9,500,1.8,5,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-02T16:00:00,73.6,73.6,48.7,41.39,0,0,,0,0,22.2,12.7,31,1024.6,0,9.9,341,1.2,3,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-02T17:00:00,72.6,72.6,48.6,42.55,0,0,,0,0,18.3,11.5,29,1024.7,0,9.9,152,0.5,2,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-02T18:00:00,70.2,70.2,48.6,46.27,0,0,,0,0,17.9,11.3,20,1024.9,0,9.9,26,0.1,0,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-02T19:00:00,65.2,65.2,48.5,54.66,0,0,,0,0,13.6,9.2,11,1025.2,0,9.9,6,0,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-02T20:00:00,62.2,62.2,47.7,59.14,0,0,,0,0,17.9,9.3,21,1025.6,0,9.9,0,,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-02T21:00:00,59.3,59.3,48,66.04,0,0,,0,0,20.4,13.1,30,1026,0,9.9,0,,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-02T22:00:00,56.3,56.3,48.8,76.08,0,0,,0,0,17.9,10.9,39,1026.1,0,9.9,0,,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-02T23:00:00,54.6,54.6,50.9,87.32,0,0,,0,0,12.8,10,40,1026.2,0,9.9,0,,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-03T00:00:00,52.6,52.6,48.8,86.98,0,0,,0,0,14.5,8.8,41,1026.1,0,9.9,0,,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-03T01:00:00,51.6,51.6,47.9,87.17,0,0,,0,0,13.9,7.6,40,1025.9,0,9.9,0,,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-03T02:00:00,51.3,51.3,45.2,79.55,0,0,,0,0,10.1,7.3,48,1026.3,0,9.9,0,,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-03T03:00:00,49.4,46.3,44.2,82.31,0,0,,0,0,8.9,7.4,48,1026.3,0,9.9,0,,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-03T04:00:00,48.2,44.8,43.2,82.73,0,0,,0,0,11,7.5,48,1026.6,0,9.9,0,,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-03T05:00:00,48,44.6,42.2,80.18,0,0,,0,0,8.7,7.3,50,1026.9,0,9.9,0,,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-03T06:00:00,46.4,43,41,81.47,0,0,,0,0,9.4,6.6,59,1027.3,0,9.9,0,,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-03T07:00:00,45.7,41.7,41,83.46,0,0,,0,0,9.4,7.6,60,1027.6,0,9.9,11,0,0,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-03T08:00:00,47.8,43.9,41.3,78.02,0,0,,0,0,10.5,8.4,60,1028,0,9.9,111,0.4,1,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-03T09:00:00,52,52,45,76.77,0,0,,0,0,17.9,8.7,81,1028.5,0,9.9,281,1,3,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-03T10:00:00,56.9,56.9,44.1,62.13,0,0,,0,0,15,9.9,63,1028.4,0,9.9,469,1.7,5,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-03T11:00:00,61.8,61.8,42.5,49.07,0,0,,0,0,11.4,9.2,69,1028.2,0,9.9,595,2.1,6,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-03T12:00:00,64.8,64.8,38.9,38.46,0,0,,0,0,11.9,8.9,74,1027.9,0,9.9,664,2.4,7,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-03T13:00:00,66.8,66.8,37.8,34.42,0,0,,0,0,11.6,5.8,53,1027.2,0,9.9,671,2.4,7,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-03T14:00:00,69.9,69.9,36.5,29.41,0,0,,0,0,10.7,8.1,69,1026.4,0,9.9,611,2.2,6,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-03T15:00:00,71.7,71.7,33.8,24.81,0,0,,0,0,9.6,10.7,60,1025.6,0,9.9,506,1.8,5,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-03T16:00:00,71.7,71.7,31,22.18,0,0,,0,0,11,7,52,1025.1,0,9.9,344,1.2,3,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-03T17:00:00,71.5,71.5,30.9,22.25,0,0,,0,0,12.5,7.9,46,1024.9,0,9.9,150,0.5,2,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-03T18:00:00,66.4,66.4,32.4,28.16,0,0,,0,0,12.5,5.5,75,1024.7,0,9.9,18,0.1,0,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-03T19:00:00,59.6,59.6,33.7,37.6,0,0,,0,0,7.2,4.7,52,1024.9,0,9.9,5,0,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-03T20:00:00,54.5,54.5,35.4,48.32,0,0,,0,0,6.7,6.3,65,1025,0,9.7,0,,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-03T21:00:00,52.7,52.7,36.3,53.72,0,0,,0,0,5.8,4.5,46,1025.1,0,9.9,0,,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-03T22:00:00,48.9,46.2,36.2,61.19,0,0,,0,0,6.9,6.5,53,1025.1,0,9.9,0,,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-03T23:00:00,48.8,46.3,36.2,61.75,0,0,,0,0,6.7,5.8,48,1025.1,0,9.9,0,,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-04T00:00:00,49.5,46.4,36.6,61.09,0,0,,0,0,7.6,7.4,50,1025,0,9.9,0,,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-04T01:00:00,49,46.5,36.5,61.88,0,0,,0,0,6,6,48,1024.8,0,9.9,0,,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-04T02:00:00,43.1,39.5,36.3,76.74,0,0,,0,0,7.6,6,63,1024.4,0,9.9,0,,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-04T03:00:00,41.3,38.5,35.5,79.46,0,0,,0,0,7.4,4.4,71,1024.3,0,9.9,0,,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-04T04:00:00,40.3,37.5,35.5,82.73,0,0,,0,0,3.8,4.2,60,1024.3,0,9.9,0,,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-04T05:00:00,40.1,37.3,35.4,83.36,0,0,,0,0,3.6,4.1,43,1024.6,0,9.9,0,,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-04T06:00:00,40.9,37,35.4,80.44,0,0,,0,0,3.8,5.7,63,1024.9,0,9.9,0,,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-04T07:00:00,41.9,37.7,37.1,83,0,0,,0,0,5.6,6.6,63,1024.9,0,9.9,11,0,0,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-04T08:00:00,47.1,44.9,39.9,76.07,0,0,,0,0,7.8,4.8,72,1025.2,0,9.9,95,0.3,1,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-04T09:00:00,53.9,53.9,42.3,64.58,0,0,,0,0,8.1,3.9,99,1025.1,0,9.9,276,1,3,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-04T10:00:00,60.9,60.9,41.9,49.55,0,0,,0,0,2.9,3.9,81,1025.2,0,9.9,461,1.7,5,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-04T11:00:00,65.7,65.7,38.1,36.16,0,0,,0,0,3.8,4.2,52,1024.9,0,9.9,590,2.1,6,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-04T12:00:00,68.8,68.8,34.4,28.02,0,0,,0,0,3.1,3.9,46,1024.3,0,9.9,616,2.2,6,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-04T13:00:00,71.5,71.5,34.2,25.39,0,0,,0,0,2.5,3.1,191,1023.8,0,9.9,663,2.4,7,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-04T14:00:00,71,71,32.2,23.78,0,0,,0,0,1.8,3.1,339,1023,0,9.9,600,2.2,6,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-04T15:00:00,73.6,73.6,33.8,23.24,0,0,,0,0,2.7,0.2,357,1022.2,0,9.9,520,1.9,5,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-04T16:00:00,74.6,74.6,32.3,21.22,0,0,,0,0,2.9,3.9,37,1021.6,0.6,9.9,474,1.7,5,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-04T17:00:00,73.7,73.7,28.6,18.75,0,0,,0,0,2,0.1,3,1021.3,0.6,9.8,229,0.8,2,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-04T18:00:00,69.4,69.4,35.2,28.29,0,0,,0,0,5.6,3.9,83,1021.5,0.6,9.2,38,0.1,0,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-04T19:00:00,59,59,34.4,39.51,0,0,,0,0,6.3,3.9,81,1021.7,0,9.7,0,,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-04T20:00:00,55.7,55.7,33.4,42.72,0,0,,0,0,4.9,3.9,81,1021.8,0,9.9,0,,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-04T21:00:00,52,52,34.4,50.96,0,0,,0,0,6.9,0,0,1021.8,0,9.9,0,,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-04T22:00:00,50.8,50.8,34.5,53.52,0,0,,0,0,6.9,2.8,72,1021.7,0,9.9,0,,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-04T23:00:00,47,47,34.3,61.15,0,0,,0,0,5.4,2.8,153,1021.6,0,9.9,0,,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-05T00:00:00,47.7,47.7,35,61.37,0,0,,0,0,4.7,0,0,1021.2,0,9.9,0,,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-05T01:00:00,45.9,45.9,35.8,67.56,0,0,,0,0,3.4,0,0,1020.9,0,9.8,0,,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-05T02:00:00,44.6,44.6,35.6,70.58,0,0,,0,0,3.4,0,0,1021,0,9.9,0,,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-05T03:00:00,45.7,45.7,34.7,65.27,0,0,,0,0,4.3,0,0,1020.6,0,9.9,0,,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-05T04:00:00,45.3,45.3,32.1,59.58,0,0,,0,0,5.8,0,0,1020.6,0,9.9,0,,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-05T05:00:00,42.1,42.1,33.9,72.65,0,0,,0,0,4.5,0,0,1021,0,9.9,0,,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-05T06:00:00,41.1,41.1,33.9,75.35,0,0,,0,0,3.1,0,0,1021.2,0,9.9,0,,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2022-10-05T07:00:00,42.9,42.9,34.7,72.59,0,0,,0,0,1.1,0,0,1021.4,0,9.9,10,0,0,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-05T08:00:00,48.8,48.8,39.4,69.89,0,0,,0,0,2,0,0,1021.6,0,9.9,91,0.3,1,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-05T09:00:00,60,60,35.3,39.53,0,0,,0,0,5.8,2.8,252,1021.7,0,9.9,255,0.9,3,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-05T10:00:00,66.1,66.1,34.5,30.91,0,0,,0,0,9.4,4.6,261,1021.8,0,9.9,448,1.6,4,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-05T11:00:00,70.1,70.1,33.1,25.46,0,0,,0,0,6.5,4.6,245,1021.7,0,9.9,476,1.7,5,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-05T12:00:00,71.9,71.9,30.7,21.72,0,0,,0,0,4.7,4.7,241,1021,0,9.9,528,1.9,5,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-05T13:00:00,73.1,73.1,29.3,19.72,0,0,,0,0,4.7,0.7,331,1020.6,0,9.9,432,1.6,4,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-05T14:00:00,75.6,75.6,28.6,17.66,0,0,,0,0,4.5,5.6,235,1019.6,0,9.9,609,2.2,6,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-05T15:00:00,75.7,75.7,30.7,19.15,0,0,,0,0,6.3,3.2,59,1018.8,3.8,9.5,478,1.7,5,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-05T16:00:00,76.8,76.8,29.7,17.75,0,0,,0,0,9.4,5.1,212,1018.3,3.9,9.5,289,1,3,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-05T17:00:00,73.8,73.8,27.8,18.07,0,0,,0,0,8.7,3.5,194,1018.3,0,9.9,123,0.4,1,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-05T18:00:00,70,70,29.9,22.42,0,0,,0,0,9.4,3.9,234,1018.4,0,9.9,15,0.1,0,10,Clear,clear-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2022-10-05T19:00:00,64.5,64.5,33.2,31.02,0,0,,0,0,7.8,5.7,225,1018.5,0,9.9,4,0,0,10,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
