name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Champaign, IL",2021-01-01T00:00:00,26.7,14.1,22.9,85.41,0,0,,0,0,,16.9,71,1024.8,0,8.7,0,,0,,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-01T01:00:00,27.8,16.5,23,82,0,0,,0,0,,14.3,72,1024.5,0,8.6,0,,0,,Clear,clear-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-01T02:00:00,28,16.6,24.1,85.23,0,0,,0,0,17.2,14.6,73,1024.3,86.3,8.8,0,,0,,Partially cloudy,partly-cloudy-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-01T03:00:00,28.8,16.9,25,85.37,0,0,,0,0,18.3,16.5,62,1022.9,96.1,8.1,0,,0,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-01T04:00:00,28.8,16.2,26,89,0,0,,0,0,18.3,18.7,53,1021,100,6.3,0,,0,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-01T05:00:00,29,15.5,26.2,89.12,0,0,,0,0,31.7,21.6,43,1017.7,100,6.2,0,,0,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-01T06:00:00,30.7,17.5,28.2,90.38,0,0,,0,0,30.9,22.5,62,1016.9,100,4.9,0,,0,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-01T07:00:00,31.9,19.3,29.2,89.64,0.05,100,"rain,snow",0,0,35.4,21.8,60,1015.2,100,3.9,5.5,0,0,,"Snow, Rain, Overcast",snow,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-01T08:00:00,31.9,19.4,30,92.53,0,0,,0,0,35.2,21.7,50,1013.8,100,3.4,1,0,0,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-01T09:00:00,32.9,21.2,30.9,92.23,0.18,100,"rain,snow",0,0,34,19.6,39,1013,100,2.8,2,0,0,,"Snow, Rain, Overcast",rain,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-01T10:00:00,32.9,21.7,30.9,92.3,0.21,100,"rain,snow",0,0,34.7,18.3,59,1012.5,100,2.2,10,0,0,,"Snow, Rain, Overcast",rain,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-01T11:00:00,32.9,21.8,31.9,96,0.04,100,"rain,snow",0,0,31.1,17.9,60,1010.8,100,1.5,54,0.2,1,,"Snow, Rain, Overcast",rain,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-01T12:00:00,32.9,23.6,32,96.17,0.02,100,"rain,snow",0,0,31.1,12.9,50,1009.3,100,1.3,53,0.2,1,,"Snow, Rain, Overcast",rain,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-01T13:00:00,33,21.9,32,96.08,0.01,100,"rain,snow",0,0,,17.8,60,1007.6,100,1.8,63,0.2,1,,"Snow, Rain, Overcast",rain,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-01T14:00:00,33,23,32,96.06,0,0,,0,0,,14.5,59,1007,100,2,43,0.2,0,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-01T15:00:00,33,23.8,32,96.23,0,0,,0,0,,12.4,55,1006.5,100,1.9,26,0.1,0,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-01T16:00:00,33,24.2,33,99.98,0,0,,0,0,,11.5,64,1006.7,100,1.3,7,0,0,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-01T17:00:00,33,29.2,33,99.98,0.03,100,"rain,snow",0,0,,4,82,1007.5,100,1.5,3,0,0,,"Snow, Rain, Overcast",rain,"72219404896,KDNV,KTIP,C2101,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-01T18:00:00,33,33,33,99.99,0.02,100,"rain,snow",0,0,,2.8,333,1007.4,100,4.7,0,,0,,"Snow, Rain, Overcast",rain,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-01T19:00:00,33,27.5,32.1,96.23,0.02,100,"rain,snow",0,0,,6,267,1008.5,100,2.5,0,,0,,"Snow, Rain, Overcast",rain,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-01T20:00:00,33,23.9,32.1,96.2,0.01,100,"rain,snow",0,0,25.3,12.4,283,1009.7,100,3.1,0,,0,,"Snow, Rain, Overcast",rain,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-01T21:00:00,33,26.2,33,99.98,0,0,,0,0,,7.9,286,1011,100,3.3,0,,0,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-01T22:00:00,33,24.6,32,96.21,0,0,,0,0,,10.7,277,1012.4,100,3.6,0,,0,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-01T23:00:00,33,25.5,32,96.21,0,0,,0,0,,9,290,1013.2,100,3.5,0,,0,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-02T00:00:00,33,24.6,32,96.21,0,0,,0,0,,10.7,313,1014,100,3.8,0,,0,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-02T01:00:00,33,25.7,32,96.21,0,0,,0,0,,8.7,323,1014.7,99.2,4.1,0,,0,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-02T02:00:00,33,24.2,32,96.13,0,0,,0,0,,11.6,341,1015.6,100,4.3,0,,0,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-02T03:00:00,33,26.8,32,95.95,0,0,,0,0,,6.8,333,1016.9,99.9,4.1,0,,0,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-02T04:00:00,33,25.1,31,92.39,0,0,,0,0,,9.6,350,1017.3,100,3.5,0,,0,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-02T05:00:00,32.9,26.8,31.9,96.17,0,0,,0,0,,6.8,332,1017.7,100,3.1,0,,0,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-02T06:00:00,32.9,28.2,31.9,96.04,0,0,,0,0,,4.9,323,1018.2,100,4.6,0,,0,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-02T07:00:00,31.9,28.1,31.9,99.88,0,0,,0,0,,3.9,305,1018.7,100,2.9,17.8,0.1,0,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-02T08:00:00,31.9,27.1,31.9,99.81,0,0,,0,0,,4.9,324,1019,100,0.6,5,0,0,,Overcast,fog,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-02T09:00:00,32.9,27.4,31.9,96.1,0,0,,0.08,0.08,,5.9,333,1019.7,100,1.1,22,0.1,0,,Overcast,snow,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-02T10:00:00,32.9,27.4,31.9,96.06,0,0,,0.08,0.16,,5.9,351,1019.6,100,1.1,60,0.2,1,,Overcast,snow,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-02T11:00:00,33,28.2,32,96.21,0,0,,0.08,0.25,,5,342,1019.7,100,1.2,77,0.3,1,,Overcast,snow,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-02T12:00:00,33.7,27.1,32,93.4,0,0,,0.08,0.33,,7.7,9,1018,100,1.2,108,0.4,1,,Overcast,snow,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-02T13:00:00,33.7,26.6,33,97.06,0,0,,0.08,0.41,,8.7,19,1017.4,100,1.9,82,0.3,1,,Overcast,snow,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-02T14:00:00,33.8,27.8,33,97,0,0,,0.08,0.49,,6.8,46,1016.5,100,2.1,46,0.2,0,,Overcast,snow,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-02T15:00:00,33.9,28.2,32,92.71,0,0,,0.08,0.57,,6.4,41,1016.4,100,1.6,36,0.1,0,,Overcast,snow,"72219404896,KDNV,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-02T16:00:00,33.8,29.2,33,96.9,0,0,,0.08,0.66,,4.9,56,1017.1,100,6.1,12,0,0,,Overcast,snow,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-02T17:00:00,33.7,28.5,33,96.98,0,0,,0.08,0.74,,5.8,38,1016.2,100,6.4,0,,0,,Overcast,snow,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-02T18:00:00,33,28.3,33,99.94,0,0,,0.08,0.82,,4.9,46,1015.8,100,6.2,0,,0,,Overcast,snow,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-02T19:00:00,33,29.3,33,99.96,0.01,100,"rain,snow",0.08,0.9,,3.9,46,1015.7,100,3.3,0,,0,,"Snow, Rain, Overcast",snow,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-02T20:00:00,33,29.3,33,99.98,0,0,,0.08,0.98,,3.9,82,1015.5,100,3.7,0,,0,,Overcast,snow,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-02T21:00:00,33,33,32,96.2,0,0,,0.08,1.07,,2.8,81,1015.3,100,1.8,0,,0,,Overcast,snow,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-02T22:00:00,33,33,33,99.98,0,0,,0.08,1.15,,2.8,99,1014.3,100,0.8,0,,0,,Overcast,snow,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-02T23:00:00,33,28.4,33,99.99,0,0,,0.08,1.23,,4.8,163,1014,100,1.2,0,,0,,Overcast,snow,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-03T00:00:00,33,28.4,32.9,99.89,0.01,100,"rain,snow",0.08,1.31,,4.8,207,1013.5,54,0.7,0,,0,,"Snow, Rain, Partially cloudy",snow,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-03T01:00:00,32.9,28.3,32,96.17,0.01,100,"rain,snow",0.08,1.39,,4.8,223,1013.6,54,0.7,0,,0,,"Snow, Rain, Partially cloudy",snow,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-03T02:00:00,32.9,27.5,32,96.18,0.02,100,"rain,snow",0.08,1.48,,5.8,242,1013.8,100,2.5,0,,0,,"Snow, Rain, Overcast",snow,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-03T03:00:00,32.9,26.2,31.9,96.12,0.01,100,"rain,snow",0.08,1.56,,7.6,250,1014,100,4.6,0,,0,,"Snow, Rain, Overcast",snow,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-03T04:00:00,31.9,25,30.9,95.87,0.01,100,"rain,snow",0.08,1.64,,7.6,261,1014,100,8.7,0,,0,,"Snow, Rain, Overcast",snow,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-03T05:00:00,30.9,24.4,30.9,99.83,0.01,100,"rain,snow",0.08,1.72,,6.6,261,1014.2,100,5.8,0,,0,,"Snow, Rain, Overcast",snow,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-03T06:00:00,30.1,22.8,29.3,96.89,0,0,,0.08,1.8,,7.6,270,1014.9,100,4.2,0,,0,,Overcast,snow,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-03T07:00:00,30,22.7,29.3,96.91,0,0,,0.08,1.89,,7.6,270,1015.6,100,4.8,25.2,0.1,0,,Overcast,snow,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-03T08:00:00,30,22.1,29.2,96.86,0,0,,0.08,1.97,,8.5,270,1016,100,3.6,7,0,0,,Overcast,snow,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-03T09:00:00,30,22.7,29.3,96.94,0,0,,0,1.94,,7.6,270,1016.5,100,3.2,23,0.1,0,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-03T10:00:00,30,21,29.2,96.73,0,0,,0,1.9,,10.6,270,1017.3,100,3.6,41,0.1,0,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-03T11:00:00,30.8,21.9,30,96.85,0,0,,0,1.87,,10.7,277,1017.4,100,1,68,0.2,1,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-03T12:00:00,30.9,22,30.1,96.74,0,0,,0,1.84,,10.7,268,1016.8,100,4.8,185,0.7,2,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-03T13:00:00,30.1,22.7,29.2,96.39,0,0,,0,1.8,,7.8,295,1016.5,100,6.1,149,0.5,1,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-03T14:00:00,30.1,24.1,28.3,92.89,0,0,,0,1.77,,5.9,251,1017,100,9.8,114,0.4,1,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-03T15:00:00,29.3,23.9,27.3,92.19,0,0,,0,1.74,,4.9,251,1017.7,100,8.9,71,0.3,1,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-03T16:00:00,28.3,22,27.3,95.77,0,0,,0,1.71,,5.9,232,1018.5,100,5.6,23,0.1,0,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-03T17:00:00,28.2,22.7,26.3,92.28,0,0,,0,1.67,,5,232,1018.4,100,7.4,2,0,0,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-03T18:00:00,28,28,25.3,89.25,0,0,,0,1.64,,0.1,355,1018.2,100,8.7,0,,0,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-03T19:00:00,26.2,26.2,23.5,89.37,0,0,,0,1.61,,0.1,357,1018.4,100,7.8,0,,0,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-03T20:00:00,24.6,24.6,23.5,95.39,0,0,,0,1.57,,2.8,96,1018.6,100,5.1,0,,0,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-03T21:00:00,25.2,18.3,24.3,96.25,0,0,,0,1.54,,5.8,98,1018.5,54,1.5,0,,0,,Partially cloudy,partly-cloudy-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-03T22:00:00,24.4,19.4,23.3,95.59,0,0,,0,1.51,,3.9,100,1018.2,54,0.9,0,,0,,Partially cloudy,fog,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-03T23:00:00,23.3,23.3,22.3,95.79,0,0,,0,1.48,,2.8,135,1017.9,54,0.3,0,,0,,Partially cloudy,fog,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-04T00:00:00,22.3,22.3,21.5,96.69,0,0,,0,1.44,,2.8,115,1017.8,54,0,0,,0,,Partially cloudy,partly-cloudy-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-04T01:00:00,20.8,20.8,20,96.62,0,0,,0,1.41,,0,0,1018.4,54,0,0,,0,,Partially cloudy,partly-cloudy-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-04T02:00:00,19.9,19.9,18.2,92.79,0,0,,0,1.38,,2.8,72,1018.4,54,0,0,,0,,Partially cloudy,partly-cloudy-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-04T03:00:00,18.1,11,16.5,93.29,0,0,,0,1.35,,4.8,81,1018.3,54,0,0,,0,,Partially cloudy,partly-cloudy-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-04T04:00:00,19.6,12.8,17,89.43,0,0,,0,1.31,,4.8,72,1017.7,54,0.5,0,,0,,Partially cloudy,fog,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-04T05:00:00,19.5,12.6,17.7,92.53,0,0,,0,1.28,,4.8,73,1017.4,54,0.5,0,,0,,Partially cloudy,fog,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-04T06:00:00,19.3,10.5,17.5,92.34,0,0,,0,1.25,,6.6,90,1017.2,54,0.1,0,,0,,Partially cloudy,fog,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-04T07:00:00,19.4,11.5,17.5,92.32,0,0,,0,1.21,,5.7,81,1017.2,54,0,32,0.1,0,,Partially cloudy,partly-cloudy-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-04T08:00:00,19.4,12.5,17.6,92.58,0,0,,0,1.18,,4.8,90,1017.7,54,0,16,0.1,0,,Partially cloudy,partly-cloudy-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-04T09:00:00,20.5,15,18.7,92.63,0,0,,0,1.13,,3.9,99,1018,54,0,76,0.3,1,,Partially cloudy,partly-cloudy-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-04T10:00:00,22.3,15,21.5,96.7,0,0,,0,1.08,,5.8,100,1017.7,53.4,0,166,0.6,2,,Partially cloudy,partly-cloudy-day,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-04T11:00:00,24.8,24.8,23.8,95.84,0,0,,0,1.03,,0.1,3,1017.3,51.7,0.1,270,1,3,,Partially cloudy,fog,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-04T12:00:00,30,30,28.5,93.89,0,0,,0,0.98,,0.6,29,1016.1,97.7,3.6,258,0.9,3,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-04T13:00:00,29.4,29.4,27.7,93.21,0,0,,0,0.94,,2.8,260,1015.4,98.7,4,203,0.7,2,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-04T14:00:00,32,32,29.5,90.4,0,0,,0,0.89,,0.1,353,1014.8,100,5.8,142,0.5,1,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-04T15:00:00,31.1,31.1,29.6,93.97,0,0,,0,0.84,,0.1,353,1015.2,100,4.5,73,0.3,1,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-04T16:00:00,32.1,32.1,30.4,93.21,0,0,,0,0.79,,0,0,1014.9,100,4.4,29,0.1,0,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-04T17:00:00,32.2,26.3,30.4,93.15,0,0,,0,0.74,,6.2,277,1015.2,100,5.3,6,0,0,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-04T18:00:00,31,23.8,31,99.86,0,0,,0,0.69,,7.8,263,1015.2,54,0.6,0,,0,,Partially cloudy,fog,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-04T19:00:00,30.8,24.4,30.8,99.97,0,0,,0,0.64,,6.5,289,1014.8,54,0.1,0,,0,,Partially cloudy,fog,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-04T20:00:00,29.1,17.8,29,99.84,0,0,,0,0.59,,15.2,291,1015.6,54,0.4,0,,0,,Partially cloudy,fog,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-04T21:00:00,29.8,20.8,29.8,99.86,0,0,,0,0.54,16.1,10.4,292,1015.3,54,0.7,0,,0,,Partially cloudy,fog,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-04T22:00:00,30.6,20,29.8,96.94,0,0,,0,0.49,18.3,14.4,301,1015.3,100,3.4,0,,0,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-04T23:00:00,30.7,22.3,29.8,96.71,0,0,,0,0.44,17.2,9.6,301,1015.3,100,1.9,0,,0,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-05T00:00:00,30.7,20.4,29.9,96.79,0,0,,0,0.39,20.5,13.7,303,1015.8,100,4.1,0,,0,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-05T01:00:00,30.8,20.1,29.1,93.39,0,0,,0,0.34,,14.6,310,1016.2,100,6.7,0,,0,,Overcast,cloudy,"72219404896,KDNV,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-05T02:00:00,30.7,20.8,29.9,96.86,0,0,,0,0.3,,12.8,311,1016.7,100,4.9,0,,0,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-05T03:00:00,31.8,22.8,30.7,95.92,0,0,,0,0.25,,11.3,320,1017.1,100,4.7,0,,0,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-05T04:00:00,31.9,22.4,30.8,95.97,0,0,,0,0.2,19.7,12.6,312,1017.5,100,4.7,0,,0,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-05T05:00:00,32.9,23.5,31.9,96.15,0,0,,0,0.15,19.7,13.1,312,1018.1,100,3.9,0,,0,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-05T06:00:00,32.9,23.9,31,92.47,0,0,,0,0.1,,12.2,329,1018.3,100,7.5,0,,0,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-05T07:00:00,32,24.2,30.9,95.85,0,0,,0,0.05,,9,303,1019.4,100,6.8,30.2,0.1,0,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-05T08:00:00,32,23.2,30.1,92.74,0,0,,0,0,,11,319,1020.4,100,6.5,11,0,0,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-05T09:00:00,32,23.4,30,92.35,0,0,,0,0,,10.7,310,1020.9,100,6.2,46,0.2,0,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-05T10:00:00,32,24.9,29.3,89.82,0,0,,0,0,,7.9,284,1021.2,100,6,98,0.4,1,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-05T11:00:00,31.9,24.3,29.3,89.97,0,0,,0,0,,8.7,273,1021.3,100,5,131,0.5,1,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-05T12:00:00,30.9,24.4,29.2,93.47,0,0,,0,0,,6.7,279,1020.9,100,5,144,0.5,1,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-05T13:00:00,31.9,27,30,92.55,0,0,,0,0,,5,271,1020.5,100,4,124,0.4,1,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-05T14:00:00,30.9,24.5,29.2,93.44,0,0,,0,0,,6.5,282,1021.1,100,3.4,100,0.4,1,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-05T15:00:00,30.1,25.6,29.2,96.43,0,0,,0,0,,4.3,270,1022.1,100,3.4,72,0.3,1,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-05T16:00:00,30,30,29.2,96.62,0,0,,0,0,,0,358,1022.9,100,1.7,24,0.1,0,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-05T17:00:00,29.2,29.2,29.1,99.64,0,0,,0,0,,0,358,1023.5,100,1.1,5,0,0,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI,F0668"
"Champaign, IL",2021-01-05T18:00:00,29.9,29.9,29.1,96.76,0,0,,0,0,,0.3,353,1023.4,54,1.1,0,,0,,Partially cloudy,partly-cloudy-night,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-05T19:00:00,29.9,29.9,29,96.65,0,0,,0,0,,2.8,44,1023.9,100,1.9,0,,0,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
"Champaign, IL",2021-01-05T20:00:00,29.8,29.8,29,96.66,0,0,,0,0,,0,0,1024.5,100,2.4,0,,0,,Overcast,cloudy,"72219404896,KDNV,KTIP,72207694891,72531594870,KCMI"
